238  39.295  23.993   0.057   0.001  -0.096   0.001 -339.044   0.001  -0.000   0.001   0.153   0.001
239  39.280  24.514   0.044   0.001  -0.093   0.001 -311.356   0.001   0.000   0.001   0.136   0.001
240  39.263  25.035   0.040   0.001  -0.094   0.001 -305.904   0.001   0.000   0.001   0.134   0.001
241  39.244  25.555   0.040   0.001  -0.096   0.001 -305.494   0.001   0.000   0.001   0.137   0.001
242  39.223  26.075   0.011   0.001  -0.276   0.001 -40.811   0.001  -0.000   0.001   0.287   0.001
243  39.199  26.593   0.024   0.001  -0.071   0.001 -250.869   0.001  -0.000   0.001   0.095   0.001
244  39.173  27.112   0.041   0.001  -0.068   0.001 -215.164   0.001  -0.000   0.001   0.109   0.001
245  39.144  27.629   0.052   0.001  -0.069   0.001 -214.589   0.001  -0.000   0.001   0.121   0.001
246  39.114  28.146   0.060   0.001  -0.069   0.001 -214.911   0.001  -0.000   0.001   0.129   0.001
247  39.081  28.662   0.063   0.001  -0.069   0.001 -215.713   0.001  -0.000   0.001   0.132   0.001
248  39.045  29.177   0.064   0.001  -0.068   0.001 -218.885   0.001  -0.000   0.001   0.133   0.001
249  39.447  29.225   0.065   0.001  -0.071   0.001 -210.379   0.001  -0.000   0.001   0.136   0.001
250  39.676  17.189   0.001   0.001  -0.001   0.001 102.552   0.001  -0.000   0.001   0.002   0.001
251  39.692  17.713   0.004   0.001  -0.001   0.001 133.969   0.001  -0.000   0.001   0.005   0.001
252  39.706  18.237   0.002   0.001  -0.001   0.001 123.404   0.001  -0.000   0.001   0.003   0.001
253  39.717  18.762   0.028   0.001  -0.003   0.001  83.015   0.001  -0.000   0.001   0.031   0.001
254  39.726  19.286   0.064   0.001  -0.002   0.001 200.571   0.001  -0.000   0.001   0.067   0.001
255  39.733  19.811   0.016   0.001  -0.026   0.001 295.806   0.001  -0.000   0.001   0.042   0.001
256  39.737  20.336   0.631   0.001  -0.062   0.001 295.555   0.001  -0.000   0.001   0.693   0.001
257  39.739  20.862   0.006   0.001  -0.031   0.001 200.215   0.001  -0.000   0.001   0.038   0.001
258  39.738  21.387  -0.000   0.001  -0.022   0.001 210.168   0.001  -0.000   0.001   0.022   0.001
259  39.735  21.912  -0.006   0.001  -0.023   0.001 293.358   0.001  -0.000   0.001   0.017   0.001
260  39.730  22.437   0.009   0.001  -0.029   0.001 -343.008   0.001  -0.000   0.001   0.038   0.001
